 num     #instances         #bytes  class name (module)
2198:             3             72  com.sun.tools.javac.util.RichDiagnosticFormatter$WhereClauseKind (jdk.compiler@11.0.14)
2199:             3             72  io.grpc.CallOptions$Key
2200:             3             72  io.grpc.Context$Key
2201:             3             72  io.grpc.SecurityLevel
2202:             3             72  io.grpc.SynchronizationContext
2203:             3             72  io.grpc.TlsChannelCredentials$Feature
2204:             3             72  io.grpc.TlsServerCredentials$Feature
2205:             3             72  io.grpc.internal.AtomicBackoff
2206:             3             72  io.grpc.internal.AutoConfiguredLoadBalancerFactory
2207:             3             72  io.grpc.internal.ConnectivityStateManager
2208:             3             72  io.grpc.internal.DelayedClientTransport$1
2209:             3             72  io.grpc.internal.DelayedClientTransport$2
2210:             3             72  io.grpc.internal.DelayedClientTransport$3
2211:             3             72  io.grpc.internal.ManagedChannelImpl$1ChannelCallTracerFactory
2212:             3             72  io.grpc.internal.ManagedChannelImpl$IdleModeStateAggregator
2213:             3             72  io.grpc.internal.ManagedChannelImpl$ResolutionState
2214:             3             72  io.grpc.internal.SharedResourceHolder$Instance
2215:             3             72  io.grpc.netty.shaded.io.grpc.netty.NegotiationType
2216:             3             72  io.grpc.netty.shaded.io.grpc.netty.Utils$FlowControlReader
2217:             3             72  io.grpc.netty.shaded.io.netty.buffer.UnreleasableByteBuf
2218:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultStream$PropertyMap
2219:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2Connection$PropertyKeyRegistry
2220:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2FrameWriter
2221:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2HeadersEncoder
2222:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackDecoder$HeaderType
2223:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackHuffmanDecoder
2224:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackHuffmanEncoder$EncodedLengthProcessor
2225:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackUtil$IndexType
2226:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2ConnectionHandler$FrameDecoder
2227:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2Exception$ShutdownHint
2228:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2FrameLogger
2229:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2InboundFrameLogger
2230:             3             72  io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2OutboundFrameLogger
2231:             3             72  io.grpc.netty.shaded.io.netty.util.concurrent.DefaultFutureListeners
2232:             3             72  io.grpc.stub.ClientCalls$StubType
2233:             3             72  io.netty.channel.SucceededChannelFuture
2234:             3             72  io.netty.handler.codec.http.HttpContentEncoder$State
2235:             3             72  io.netty.util.concurrent.DefaultEventExecutorChooserFactory$PowerOfTwoEventExecutorChooser
2236:             3             72  io.netty.util.internal.DefaultPriorityQueue
2237:             1             72  io.opencensus.implcore.trace.export.SpanExporterImpl$Worker
2238:             3             72  java.lang.StackStreamFactory$WalkerState (java.base@11.0.14)
2239:             3             72  java.lang.StackWalker$Option (java.base@11.0.14)
2240:             3             72  java.lang.WeakPairMap (java.base@11.0.14)
2241:             3             72  java.lang.annotation.RetentionPolicy (java.base@11.0.14)
2242:             3             72  java.lang.invoke.MethodHandleImpl$ArrayAccess (java.base@11.0.14)
2243:             3             72  java.lang.invoke.MethodHandles$Lookup (java.base@11.0.14)
2244:             3             72  java.lang.invoke.StringConcatFactory$Mode (java.base@11.0.14)
2245:             3             72  java.net.Proxy$Type (java.base@11.0.14)
2246:             3             72  java.nio.file.AccessMode (java.base@11.0.14)
2247:             3             72  java.nio.file.FileTreeWalker$EventType (java.base@11.0.14)
2248:             3             72  java.nio.file.StandardCopyOption (java.base@11.0.14)
2249:             3             72  java.security.SecurityPermission (java.base@11.0.14)
2250:             3             72  java.time.ZoneOffset (java.base@11.0.14)
2251:             3             72  java.time.format.ResolverStyle (java.base@11.0.14)
2252:             3             72  java.util.concurrent.Executors$DelegatedScheduledExecutorService (java.base@11.0.14)
2253:             3             72  java.util.stream.Collector$Characteristics (java.base@11.0.14)
2254:             3             72  java.util.stream.MatchOps$MatchKind (java.base@11.0.14)
2255:             3             72  jdk.internal.loader.URLClassPath$FileLoader (java.base@11.0.14)
2256:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@11.0.14)
2257:             3             72  jdk.internal.misc.Signal (java.base@11.0.14)
2258:             3             72  jdk.internal.module.IllegalAccessLogger$Mode (java.base@11.0.14)
2259:             3             72  org.antlr.v4.runtime.CodePointBuffer$Type
2260:             3             72  org.antlr.v4.runtime.atn.PredictionMode
2261:             3             72  org.antlr.v4.runtime.dfa.DFAState$PredPrediction
2262:             3             72  org.apache.logging.log4j.core.config.plugins.util.PluginManager
2263:             3             72  org.apache.logging.log4j.core.util.DummyNanoClock
2264:             3             72  org.apache.logging.log4j.message.ParameterizedNoReferenceMessageFactory$StatusMessage
2265:             3             72  org.xnio.FileAccess
2266:             1             72  scala.reflect.ClassManifestFactory$
2267:             3             72  sun.nio.fs.AbstractPoller$RequestType (java.base@11.0.14)
2268:             3             72  sun.nio.fs.ExtendedOptions$Wrapper (java.base@11.0.14)
2269:             3             72  sun.security.provider.NativePRNG$Variant (java.base@11.0.14)
2270:             2             64  [Lcom.baidu.jprotobuf.pbrpc.CompressType;
2271:             2             64  [Lcom.google.common.cache.LocalCache$Segment;
2272:             2             64  [Lcom.google.protobuf.DescriptorProtos$FieldDescriptorProto$Label;
2273:             1             64  [Lcom.google.re2j.Inst$Op;
2274:             2             64  [Lcom.sleepycat.je.Durability$ReplicaAckPolicy;
2275:             2             64  [Lcom.sleepycat.je.Durability$SyncPolicy;
2276:             2             64  [Lcom.sleepycat.je.evictor.Evictor$LRUList;
2277:             2             64  [Lcom.sleepycat.je.evictor.OffHeapCache$LRUList;
2278:             2             64  [Lcom.staros.proto.ReplicaRole;
2279:             2             64  [Lcom.staros.proto.ServiceState;
2280:             2             64  [Lcom.staros.proto.WorkerGroupState;
2281:             2             64  [Lcom.staros.proto.WorkerState;
2282:             1             64  [Lcom.starrocks.catalog.ResourceGroupClassifier$QueryType;
2283:             2             64  [Lcom.starrocks.thrift.TBackend$_Fields;
2284:             2             64  [Lcom.starrocks.thrift.TCounterStrategy$_Fields;
2285:             1             64  [Lcom.starrocks.thrift.TDataSinkType;
2286:             1             64  [Lcom.starrocks.thrift.TJoinOp;
2287:             2             64  [Lcom.starrocks.thrift.TNodeInfo$_Fields;
2288:             2             64  [Lcom.starrocks.thrift.TOlapTableColumnParam$_Fields;
2289:             2             64  [Lcom.starrocks.thrift.TOlapTableLocationParam$_Fields;
2290:             2             64  [Lcom.starrocks.thrift.TSpillMode;
2291:             2             64  [Lcom.sun.tools.doclint.HtmlTag$Flag; (jdk.compiler@11.0.14)
2292:             2             64  [Lcom.sun.tools.javac.code.Symbol$ModuleFlags; (jdk.compiler@11.0.14)
2293:             2             64  [Lcom.sun.tools.javac.code.Symbol$ModuleResolutionFlags; (jdk.compiler@11.0.14)
2294:             2             64  [Lcom.sun.tools.javac.code.Type$UndetVar$InferenceBound; (jdk.compiler@11.0.14)
2295:             2             64  [Lcom.sun.tools.javac.comp.Analyzer$AnalyzerMode; (jdk.compiler@11.0.14)
2296:             1             64  [Lcom.sun.tools.javac.comp.Operators$OperatorType; (jdk.compiler@11.0.14)
2297:             2             64  [Lcom.sun.tools.javac.util.BasicDiagnosticFormatter$BasicConfiguration$BasicFormatKind; (jdk.compiler@11.0.14)
2298:             2             64  [Lcom.sun.tools.javac.util.RichDiagnosticFormatter$RichConfiguration$RichFormatterFeature; (jdk.compiler@11.0.14)
2299:             2             64  [Lcom.sun.tools.javac.util.RichDiagnosticFormatter$WhereClauseKind; (jdk.compiler@11.0.14)
2300:             2             64  [Lio.grpc.TlsChannelCredentials$Feature;
2301:             2             64  [Lio.grpc.TlsServerCredentials$Feature;
2302:             1             64  [Lio.netty.handler.codec.http.HttpObjectDecoder$State;
2303:             2             64  [Ljava.lang.StackWalker$Option; (java.base@11.0.14)
2304:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@11.0.14)
2305:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@11.0.14)
2306:             2             64  [Ljava.nio.charset.CoderResult; (java.base@11.0.14)
2307:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@11.0.14)
2308:             1             64  [Ljavax.lang.model.SourceVersion; (java.compiler@11.0.14)
2309:             2             64  [Ljavax.tools.JavaFileObject$Kind; (java.compiler@11.0.14)
2310:             2             64  [Lorg.xnio.FileAccess;
2311:             2             64  com.baidu.jprotobuf.pbrpc.transport.Connection
2312:             2             64  com.baidu.jprotobuf.pbrpc.transport.handler.RpcClientServiceHandler
2313:             2             64  com.baidu.jprotobuf.pbrpc.transport.handler.RpcDataPackageEncoder
2314:             2             64  com.github.benmanes.caffeine.cache.References$WeakKeyReference
2315:             1             64  com.google.common.cache.CacheStats
2316:             2             64  com.google.common.io.BaseEncoding$StandardBaseEncoding
2317:             4             64  com.google.gson.Gson$1
2318:             4             64  com.google.gson.Gson$2
2319:             4             64  com.google.gson.Gson$4
2320:             4             64  com.google.gson.Gson$5
2321:             1             64  com.google.gson.GsonBuilder
2322:             4             64  com.google.gson.internal.LinkedTreeMap$EntrySet
2323:             4             64  com.google.gson.internal.bind.CollectionTypeAdapterFactory
2324:             4             64  com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory
2325:             1             64  com.google.protobuf.CodedInputStream$ArrayDecoder
